For all members,,,,,,,,,,,,,For industry members only,,,,,,,,,,,,
Name (ZH),Name (EN MT),Common name (EN),Common name (ZH),Tier (ZH),Tier (EN),Original order within tier,Type,Website,Crunchbase URL,"Location (City, Province)",Location (City-level),Location (Provincial Level),Estimated Size,Estimated Focus,Industry Affiliations,AI Product/Service Category,Key products,State-owned?,Not Chinese,Public company,Exchange,Ticker,Notes,,Extracted 3/26/20 from http://aiiaorg.cn/index.php?m=alliance&c=index&a=structure
上海斐讯数据通信技术有限公司,"Shanghai Feixun Data Communication Technology Co., Ltd.",Phicomm,斐讯,普通会员单位,ordinary members,29,Industry,n/a,https://www.crunchbase.com/organization/phicomm#section-overview,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Manufacturing ,n/a,Networking and communications products,No,No,No,,,,,
平安科技（深圳）有限公司,"Ping An Technology (Shenzhen) Co., Ltd.",Ping An Technology,平安科技,普通会员单位,ordinary members,138,Industry,https://tech.pingan.com/,https://www.crunchbase.com/organization/ping-an ,Shenzhen,Shenzhen,Shenzhen,Medium,Focused on AI,"Banking, Financial Services, Insurance, Medical",Business Solutions,"End-to-end smart technology services, cloud computing services for businesses in the many industries",No,No,No,,,"Subsidiary of Ping An Insurance (中国平安); ""Ping An is the most important company in China’s AI landscape that you’ve never heard of: nominally an insurance company but transforming quickly into a tech company, they are everywhere in the foundation (including cloud computing) and application layers."" ",,
广州像素数据技术股份有限公司,"Guangzhou Pixel Data Technology Co., Ltd.",Pixel Solutions,像素数据,普通会员单位,ordinary members,8,Industry,http://www.pixelall.com/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Focused on AI,Facial recognition,Facial Recognition,"face image acquisition, testing, processing and recognition",No,No,No,,,,,
广州织点智能科技有限公司,"Guangzhou Zhidian Intelligent Technology Co., Ltd.",Pointsmart,织点智能,普通会员单位,ordinary members,267,Industry,https://www.pointsmart.cn/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Focused on AI,AIoT,AIoT,AIoT products and solutions,No,No,No,,,,,
北京小马智行科技有限公司,"Beijing Xiaoma Zhixing Technology Co., Ltd.",Pony.ai,小马智行,理事单位,board members,87,Industry,https://www.pony.ai/en/index.html,https://www.crunchbase.com/organization/pony-ai,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Automotive, Autonomous Vehicles, Transportation",Autonomous Vehicles,Full-stack autonomous driving solutions,No,No,No,,,,,
湖南普天科技集团有限公司,"Changsha, Hunan Putian Technology Group Co., Ltd.",Potevio Technology,普天科技,普通会员单位,ordinary members,1,Industry,http://www.hnpotevio.com/index.html,n/a,"Changsha, Hunan",Changsha,Hunan,Small/startup,Diversified,Big Data,n/a,Data storage and satellite,No,No,No,,,,,
深圳市宝德计算机系统有限公司,"Shenzhen Baode Computer System Co., Ltd.",Powerleader,宝德,普通会员单位,ordinary members,67,Industry,http://www.powerleader.com.cn/index.php?lang=zh-CN,https://www.crunchbase.com/organization/powerleader-science-technology-group-limited,Shenzhen,Shenzhen,Shenzhen,Medium,Diversified,"Cloud Computing, Information Technology, Professional Services",n/a,Cloud computing products,No,No,No,,,,,
电子工业出版社,Electronic Industry Press,Publishing House of Electronics Industry,电子工业出版社,理事单位,board members,126,Industry,https://www.phei.com.cn/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,Science and Technology Press,n/a,Publishing,Yes,No,No,,,,,
广州小狗机器人技术有限公司,"Guangzhou Puppy Robot Technology Co., Ltd.",Puppy Robot,小狗,普通会员单位,ordinary members,315,Industry,http://www.puppyrobot.com/,n/a,"Guangzhou, Guangdong",Guangzhou,Guangdong,Small/startup,Focused on AI,Robotics,Service Robots,Robotics,No,No,No,,,,,
璞华大数据技术有限公司,"Juhua Big Data Technology Co., Ltd.",PuvarData,璞华大数据,普通会员单位,ordinary members,48,Industry,https://www.purvardata.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,Big data,No,No,No,,,,,
量子云未来（北京）信息科技有限公司,"Quantum Cloud Future (Beijing) Information Technology Co., Ltd.",QCF,量子云未来,普通会员单位,ordinary members,86,Industry,https://www.qcftech.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Cloud Computing,n/a,"Smart Converged Infrastructure, Intelligent Enterprise Store",No,No,No,,,"Its core technology team is from Silicon Valley, headquartered in Beijing, with branches in Shanghaiand Wuxi, and has its own intellectual property department in Silicon Valley.",,
前海企保科技（深圳）有限公司,"Qianhai Enterprise Insurance Technology (Shenzhen) Co., Ltd.",Qibao Technology,企保科技,普通会员单位,ordinary members,165,Industry,http://www.qibao-tech.com/#/,https://www.crunchbase.com/organization/qibao-technology,Shenzhen,Shenzhen,Shenzhen,Small/startup,Diversified,"Financial Services, Fintech",n/a,Fintech,No,No,No,,,,,
杭州勤鼎科技有限公司,"Hangzhou Qinding Technology Co., Ltd.",Qinding Tech,勤鼎科技,普通会员单位,ordinary members,19,Industry,https://qindingtech.com/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Diversified,Information Technology,n/a,Industry solutions based on Internet concepts and advanced information technology,No,No,No,,,,,
清创网御（合肥）科技有限公司,"Qingchuang Wangyu (Hefei) Technology Co., Ltd.",Qingchuang Cyber Security,清创网御,普通会员单位,ordinary members,264,Industry,http://www.qingsec.cn/,n/a,"Hefei, Anhui",Hefei,Anhui,Small/startup,Diversified,Cyber security,n/a,Cyber security solutions,No,No,No,,,,,
青岛金家岭金融聚集区管理委员会,Management Committee of Qingdao Jinjialing Financial Gathering District,Qingdao Jinjialing Financial City,青岛金家岭金融区,理事单位,board members,57,Government,http://www.qdjjljrq.com/index.php?lang=zh,n/a,"Qingdao, Shandong",Qingdao,Shandong,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
上海七牛信息技术有限公司,"Shanghai Qiniu Information Technology Co., Ltd.",Qiniu Cloud,七牛云,普通会员单位,ordinary members,24,Industry,https://www.qiniu.com/,https://www.crunchbase.com/organization/qiniu,Shanghai,Shanghai,Shanghai,Medium,Diversified,"Cloud Computing, Cloud Storage, Information Technology, Intelligent Systems",n/a,Cloud service,No,No,No,,,,,
上海机颖智能科技有限公司,"Shanghai Jiying Intelligent Technology Co., Ltd.",R2.ai,机颖智能,普通会员单位,ordinary members,268,Industry,https://www.r2.ai/,https://www.crunchbase.com/organization/r2-ai#section-overview,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Artificial Intelligence, B2B, Big Data, Enterprise Software, Information Technology, Machine Learning, Predictive Analytics, SaaS",General Purpose,AutoML software for various sectors,No,Yes,No,,,,,
上海阅面网络科技有限公司,"Shanghai Noodle Network Technology Co., Ltd.",ReadSense,阅面科技,普通会员单位,ordinary members,238,Industry,https://www.readsense.cn/,https://www.crunchbase.com/organization/readsense-ltd,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"Artificial Intelligence, Computer Vision, Human Computer Interaction, Machine Learning",General Purpose,"Deep learning and computer vision technologies for various sectors, human-computer interactions",No,No,No,,,,,
北京睿科伦智能科技有限公司,"Beijing Ruikelun Intelligent Technology Co., Ltd.",Recurrent,循环智能,普通会员单位,ordinary members,323,Industry,www.rcrai.com,https://www.crunchbase.com/organization/recurrent-ai,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Machine Learning, SaaS, Sales, Software",Business Solutions,AI-enabled coporate services to improve sales efficiency,No,No,No,,,"Founded by Yang Zhilin, A PhD in computer science at Carnegie Mellon University who worked for Facebook AI Research and Google Brain. https://kimiyoung.github.io/ Recurrent is the brandname, operated under the banner of 北京睿科伦智能科技有限公司",,
彩讯科技股份有限公司,"Multimedia Technology Co., Ltd.",Richinfo Technology,彩讯股份,普通会员单位,ordinary members,152,Industry,http://www.richinfo.cn/,https://www.crunchbase.com/organization/richinfo-technology,Shenzhen,Shenzhen,Shenzhen,Small/startup,Focused on AI,"Artificial Intelligence, Software, Information Technology, Information Service",Data Storage and Processing,Software development,No,No,Yes,SZSE,300634,,,
成都鼎兴量子投资管理有限公司,"Chengdu Dingxing Quantum Investment Management Co., Ltd.",Rising Investments,鼎兴量子,普通会员单位,ordinary members,97,Industry,http://www.cddxlz.com/,https://www.crunchbase.com/organization/rising-investments,"Chengdu, Sichuan",Chengdu,Sichuan,Small/startup,Diversified,"Finance, Financial Services",n/a,Venture capital,No,No,No,,,,,
北京优特捷信息技术有限公司,"Beijing Youtejie Information Technology Co., Ltd.",Rizhiyi,优特捷,普通会员单位,ordinary members,325,Industry,https://www.rizhiyi.com/,n/a,Beijing,Beijing,Beijing,Medium,Diversified,"Supply, Big data",n/a,Machine big data platform,No,No,No,,,,,
众德迪克科技（北京）有限公司,"Zhongde Dike Technology (Beijing) Co., Ltd.",ROBOT4U,众德迪克,普通会员单位,ordinary members,62,Industry,n/a,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Robotics,n/a,Robots,No,No,No,,,https://www.itjuzi.com/company/57868,,
鲁朗软件（北京）有限公司,"Lulang Software (Beijing) Co., Ltd.",Robusoft,鲁朗软件,普通会员单位,ordinary members,241,Industry,http://www.robusoft.com.cn/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Software, technology services",n/a,Software development,No,No,No,,,,,
芋头科技（杭州）有限公司,"Taro Technology (Hangzhou) Co., Ltd.",Rokid,芋头科技,理事单位,board members,176,Industry,https://www.rokid.com/en/,https://www.crunchbase.com/organization/rokid,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Focused on AI,"Artificial Intelligence, Augmented Reality, Consumer Electronics, Human Computer Interaction, Robotics",Facial Recognition,Virtual reality and facial recognition products,No,No,No,,,https://www.scmp.com/tech/gear/article/3095308/chinese-ar-start-rokid-eyes-industrial-applications-after-success,,
北京融汇金信信息技术有限公司,"Beijing Ronghui Jinxin Information Technology Co., Ltd.",Ronghui Jinxin Information Technology,融汇金信,普通会员单位,ordinary members,130,Industry,http://www.rxhui.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Software, Finance",Business Solutions,Intelligent service in the financial field,No,No,No,,,,,
北京智能管家科技有限公司,"Beijing Smart Housekeeper Technology Co., Ltd.",Roobo,儒博科技,理事单位,board members,24,Industry,https://www.roobo.com/ ,https://www.crunchbase.com/organization/roobo,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Internet of Things, Robotics, Virtual Reality",Service Robots,AI robots,No,No,No,,,https://m.pedaily.cn/news/419616,,
树根互联技术有限公司,"Shugen Internet Technology Co., Ltd.",ROOTCLOUD,树根互联,理事单位,board members,42,Industry,https://www.rootcloud.com/,https://www.crunchbase.com/organization/rootcloud,Beijing,Beijing,Beijing,Small/startup,Diversified,"Cloud Computing, Industrial, Information Technology, Internet of Things, Software",n/a,"Cloud computing platform, Internet of Things and industrial applications",No,No,No,,,,,
上海市汽车工程学会,Shanghai Automotive Engineering Society,SAE-S,上海市汽车工程学会,普通会员单位,ordinary members,217,Academia,https://www.shsae.org/,n/a,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
天津赛达投资控股有限公司,"Tianjin Saida Investment Holding Co., Ltd.",Saida,赛达,普通会员单位,ordinary members,293,Industry,http://www.xeda.com.cn/,n/a,Tianjin,Tianjin,Tianjin,Medium,Diversified,Financial services,n/a,Investment,No,No,No,,,,,
思爱普（中国）有限公司,"Siap (China) Co., Ltd.",SAP,思爱普,理事单位,board members,187,Industry,https://www.sap.cn/index.html,https://www.crunchbase.com/organization/sap,Shanghai,Shanghai,Shanghai,Big,Diversified,"Business Intelligence, Computer, Finance, Software",n/a,Enterprise application software,No,Yes,Yes,NASDAQ,SAP,,,
华北电力大学控制与计算机工程学院,"School of Control and Computer Engineering, North China Electric Power University",School of Control and Computer Engineering,华北电力大学控制与计算机工程学院,普通会员单位,ordinary members,46,Academia,https://cce.ncepu.edu.cn/,n/a,Beijing,Beijing,Beijing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,
北京赛思信安技术股份有限公司,"Beijing Seth Xinan Technology Co., Ltd.",Scistor,赛思信安,普通会员单位,ordinary members,31,Industry,http://www.scistor.com/,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,Big data,n/a,Big data,No,No,No,,,,,
锡捷科技服务（上海）有限公司,"Seagate Technology Services (Shanghai) Co., Ltd.",Seagate,希捷,普通会员单位,ordinary members,137,Industry,https://www.seagate.com/cn/zh/,https://www.crunchbase.com/organization/seagate,Shanghai,Shanghai,Shanghai,Big,Diversified,"Hardware, software, data and cloud storage",n/a,Data storage solutions,No,Yes,Yes,NASDAQ,STX,,,
杭州闪捷信息科技股份有限公司,"Hangzhou Sanjie Information Technology Co., Ltd.",Secsmart,闪捷信息,普通会员单位,ordinary members,260,Industry,http://www.secsmart.com/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Diversified,"Data, security",n/a,Data security,No,No,No,,,,,
北京市商汤科技开发有限公司,"Beijing Shangtang Technology Development Co., Ltd.",SenseTime,商汤科技,理事单位,board members,109,Industry,https://www.sensetime.com/,https://www.crunchbase.com/organization/sensetime#section-overview,Beijing,Beijing,Beijing,Medium,Focused on AI,"Artificial Intelligence, Computer Vision, Facial Recognition, Image Recognition, Machine Learning, Software",Facial Recognition,Computer vision and face recognition technology,No,No,No,,,,,
北京深醒科技有限公司,"Beijing Shenxing Technology Co., Ltd.",Sensingtech,深醒科技,理事单位,board members,71,Industry,http://www.sensingtech.com.cn/,https://www.crunchbase.com/organization/sensingtech,Beijing,Beijing,Beijing,Small/startup,Focused on AI,"Artificial Intelligence, Facial Recognition, Machine Learning, Robotics",Facial Recognition,Deep learning based face recognition technology,No,No,No,,,,,
上海齐感电子信息科技有限公司,"Shanghai Qigan Electronic Information Technology Co., Ltd.",SensLab,齐感电子,理事单位,board members,188,Industry,http://www.senslab.com/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Focused on AI,"AI Chip, Intergrated Circuits",AI Chips,"Large scale ICs, domain specific AI chip development, vision product definition and production",No,No,No,,,,,
税友软件集团股份有限公司,"Tax Friends Software Group Co., Ltd.",Servyou,税友软件,理事单位,board members,174,Industry,http://www.servyou.com.cn/,n/a,"Hangzhou, Zhejiang",Hangzhou,Zhejiang,Small/startup,Diversified,Software,n/a,Tax software,No,No,No,,,,,
北京上方传媒科技股份有限公司,"Beijing Top Media Technology Co., Ltd.",sfw.cn,上方传媒,理事单位,board members,120,Industry,http://www.sfw.cn/xinwen/250097.html,n/a,Beijing,Beijing,Beijing,Small/startup,Diversified,"Media, entertainment",n/a,"Media, entertainment",No,No,No,,,,,
上海大数据联盟,Shanghai Big Data Alliance,Shanghai Big Data Alliance,上海大数据联盟,理事单位,board members,51,Government,http://shbigdata.org.cn/,n/a,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,https://www.sohu.com/a/220242224_468622,,
上海国际创投股权投资基金管理有限公司,"Shanghai International Venture Capital Equity Investment Fund Management Co., Ltd.",Shanghai SIIC Fund Management,国际创投,普通会员单位,ordinary members,147,Industry,http://www.siicfm.com/,https://www.crunchbase.com/organization/shanghai-siic-fund-management,Shanghai,Shanghai,Shanghai,Medium,Diversified,Financial services,n/a,Eduity management,Yes,No,No,,,,,
上海超级计算中心,Shanghai Supercomputing Center,Shanghai Supercomputing Center,上海超级计算中心,理事单位,board members,112,Government,http://www.ssc.net.cn/,n/a,Shanghai,Shanghai,Shanghai,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,Established by the Shanghai government,,
上海发那科机器人有限公司,"Shanghai Fanuc Robotics Co., Ltd.",ShanghaiFanuc,上海发那,副理事长单位,vice chairs of the board,9,Industry,http://www.shanghai-fanuc.com.cn/,n/a,Shanghai,Shanghai,Shanghai,Small/startup,Diversified,Machinery,n/a,Maintenance robots,No,No,No,,,,,
